"Ii" "E.Ii" "Var.Ii" "Z.Ii" "Pr(z != 0)"
"94" 0.133478535490282 -0.000721500721500722 0.165813771492698 0.329565949387283 0.741727954828397
"95" 0.000415297982932838 -0.000721500721500722 0.249080572067584 0.00227778979413559 0.998182588262059
"96" 0.27562225476069 -0.000721500721500722 0.165813771492698 0.678639847674938 0.497366088200236
"97" 0.0812988175776195 -0.000721500721500722 0.165813771492698 0.201423970010251 0.840367073927842
"98" -0.0296949592880792 -0.000721500721500722 0.165813771492698 -0.0711524799029018 0.943276401050596
"99" -0.102898980218497 -0.000721500721500722 0.142023257042731 -0.271128674736139 0.78629206802588
"100" -0.0165914596697802 -0.000721500721500722 0.199120491722653 -0.0355645915498099 0.971629542299615
"101" 0.137224994577629 -0.000721500721500722 0.142023257042731 0.366042014728379 0.714333724664903
"102" -0.172681630197091 -0.000721500721500722 0.165813771492698 -0.422296483124251 0.67280862484347
"103" -0.00258863313232839 -0.000721500721500722 0.199120491722653 -0.004184245326463 0.996661464997201
"104" 0.626257704097211 -0.000721500721500722 0.165813771492698 1.53972385339804 0.123627679872984
"105" -0.0564739991674814 -0.000721500721500722 0.165813771492698 -0.136915947265962 0.891097233450993
"106" 3.00081064050465 -0.000721500721500722 0.199120491722653 6.7264360906181 1.73868960983274e-11
"107" 0.375856101515243 -0.000721500721500722 0.199120491722653 0.843910728062001 0.398719292856895
"108" -0.158182276300047 -0.000721500721500722 0.165813771492698 -0.386689239881481 0.698986283001611
"109" 0.0548353512582583 -0.000721500721500722 0.165813771492698 0.136435482318227 0.89147702509177
"110" 0.0621617131136647 -0.000721500721500722 0.165813771492698 0.154427425305645 0.8772727307577
"111" -0.0828152360248149 -0.000721500721500722 0.142023257042731 -0.217836315463051 0.82755664829643
"112" 6.25640705366521e-05 -0.000721500721500722 0.33234737264247 0.00136005298400732 0.998914835056733
"113" 0.288605545431538 -0.000721500721500722 0.142023257042731 0.76773139223014 0.442646781911251
"114" 0.278336323942651 -0.000721500721500722 0.165813771492698 0.685305008221126 0.493151472123651
"115" 1.93992774210748 -0.000721500721500722 0.165813771492698 4.76581026499375 1.88096202962378e-06
"116" 0.000149343104436932 -0.000721500721500722 0.124180371205256 0.00247123360051896 0.998028242870928
"117" 0.354558191226529 -0.000721500721500722 0.165813771492698 0.872489250227144 0.382941530040722
"118" 0.08024113737652 -0.000721500721500722 0.165813771492698 0.198826538672204 0.842398435571408
"119" 0.183115032856399 -0.000721500721500722 0.165813771492698 0.451462335114841 0.651656365333036
"120" 0.212243386552078 -0.000721500721500722 0.165813771492698 0.522995203590791 0.600977591050846
"121" 3.66127362453082 -0.000721500721500722 0.142023257042731 9.7171303313374 2.54862882793889e-22
"122" -0.0152853218175977 -0.000721500721500722 0.165813771492698 -0.0357655605894711 0.971469294155987
"123" 0.48741946609563 -0.000721500721500722 0.199120491722653 1.09392432331797 0.273988169986525
"124" 0.0788036738839062 -0.000721500721500722 0.142023257042731 0.211020621227577 0.83287118024451
"125" -0.0511399238507993 -0.000721500721500722 0.142023257042731 -0.133785647411028 0.893572076866716
"126" -0.0145032857952203 -0.000721500721500722 0.199120491722653 -0.0308849921144405 0.975361258771952
"127" 0.101831933331582 -0.000721500721500722 0.165813771492698 0.251848813239464 0.801157925548809
"128" -0.0141525704575599 -0.000721500721500722 0.249080572067584 -0.0269116717408319 0.978530184186887
"129" 2.29018661587903 -0.000721500721500722 0.199120491722653 5.13392704483811 2.83758126896302e-07
"130" 0.597053315358663 -0.000721500721500722 0.199120491722653 1.3396138731007 0.180370911166479
"131" 0.00146349636227281 -0.000721500721500722 0.165813771492698 0.00536587514168677 0.995718671614369
"132" 0.039743986009902 -0.000721500721500722 0.142023257042731 0.107375459289545 0.914491122582984
"133" 0.00436421986002899 -0.000721500721500722 0.165813771492698 0.012489417880076 0.990035145362982
"134" 0.155578520351064 -0.000721500721500722 0.249080572067584 0.313176458975348 0.754146602487599
"135" -0.0331692190162049 -0.000721500721500722 0.199120491722653 -0.0727153643960471 0.942032621896744
"136" -0.0406313419647284 -0.000721500721500722 0.165813771492698 -0.0980098447847161 0.921924476000097
"137" 0.380114191081392 -0.000721500721500722 0.124180371205256 1.08071496843519 0.279823922647095
"138" -0.00142693585035469 -0.000721500721500722 0.165813771492698 -0.0017323944503637 0.998617749906234
"139" 0.000242353693862081 -0.000721500721500722 0.249080572067584 0.00193126341698275 0.998459075694631
"140" 0.0566432881161239 -0.000721500721500722 0.142023257042731 0.152217878642435 0.879015093161354
"141" 1.0569925994292 -0.000721500721500722 0.165813771492698 2.59751458670528 0.00939011318795248
"142" 0.00551265635794816 -0.000721500721500722 0.142023257042731 0.0165423805262058 0.986801691935571
"143" 0.811674840945851 -0.000721500721500722 0.199120491722653 1.82058089514413 0.0686705891269554
"144" 1.35387260162481 -0.000721500721500722 0.33234737264247 2.34970345528153 0.018788372942018
"145" 0.443917798773477 -0.000721500721500722 0.199120491722653 0.996437049715678 0.31903783890498
"146" -1.92750474070843 -0.000721500721500722 0.249080572067584 -3.86067223901401 0.000113075499734748
"147" 0.0133177733872692 -0.000721500721500722 0.142023257042731 0.0372533145474594 0.970283029224897
"148" -0.0532768960940346 -0.000721500721500722 0.110302571109441 -0.158242993425816 0.874265326668384
"149" -0.0617636319011639 -0.000721500721500722 0.199120491722653 -0.136795468079645 0.891192465917153
"150" 0.0780300686958267 -0.000721500721500722 0.199120491722653 0.17648233428716 0.859915026054772
"151" 0.896837763255935 -0.000721500721500722 0.199120491722653 2.01143107673674 0.0442799435891836
"152" 0.0408852098693804 -0.000721500721500722 0.249080572067584 0.083366862032698 0.933559837028357
"153" 0.0499449081605903 -0.000721500721500722 0.199120491722653 0.113543465553992 0.909599705336287
"154" -0.103242845270011 -0.000721500721500722 0.165813771492698 -0.251770008431816 0.801218840500892
"155" -0.0294540801752498 -0.000721500721500722 0.249080572067584 -0.0575711214163904 0.95409025327789
"156" 0.418749520533732 -0.000721500721500722 0.199120491722653 0.940034916696579 0.347199650710435
"157" 0.153679449270133 -0.000721500721500722 0.199120491722653 0.346012660729057 0.729333199890124
"158" -0.127674506726173 -0.000721500721500722 0.124180371205256 -0.360260387432651 0.718652419447412
"159" -0.2773035953009 -0.000721500721500722 0.165813771492698 -0.67922515639068 0.496995210115601
"160" 0.0468633139005542 -0.000721500721500722 0.249080572067584 0.0953451166677376 0.924040707937277
"161" 0.610743493531044 -0.000721500721500722 0.249080572067584 1.22518500236471 0.220505523912606
"162" -0.151533953259147 -0.000721500721500722 0.33234737264247 -0.261602010678616 0.793628293693599
"163" 0.25023368906304 -0.000721500721500722 0.33234737264247 0.435311415822785 0.663336399758208
"164" -0.0167429581551423 -0.000721500721500722 0.33234737264247 -0.0277911101379129 0.977828756307952
"165" 0.398445604711805 -0.000721500721500722 0.142023257042731 1.05919277738276 0.289511993711223
"166" -0.0475283327114754 -0.000721500721500722 0.165813771492698 -0.114947346200736 0.90848685693862
"167" 0.025097064340092 -0.000721500721500722 0.124180371205256 0.0732665302285333 0.941594025102961
"168" -0.00374910195768213 -0.000721500721500722 0.249080572067584 -0.00606636792388195 0.995159768380818
"169" 0.555511810097737 -0.000721500721500722 0.199120491722653 1.24651932435083 0.212573799237142
"170" 0.0509290362686898 -0.000721500721500722 0.199120491722653 0.115748897484302 0.907851552076935
"171" -0.591045019426889 -0.000721500721500722 0.124180371205256 -1.67518821532735 0.0938973090116018
"172" 0.101528317267207 -0.000721500721500722 0.33234737264247 0.177364385548278 0.859222179985808
"173" -0.0125933391464534 -0.000721500721500722 0.142023257042731 -0.0315020084140324 0.974869190458503
"174" 0.135635769387919 -0.000721500721500722 0.199120491722653 0.305576758710796 0.759926918391261
"175" 0.165496094594794 -0.000721500721500722 0.249080572067584 0.333048182356848 0.739097912981186
"176" 0.409427029766571 -0.000721500721500722 0.249080572067584 0.821809642447601 0.411185244988484
"177" 0.114463147450042 -0.000721500721500722 0.110302571109441 0.346818121986579 0.728727961801268
"178" 0.0095494625640618 -0.000721500721500722 0.165813771492698 0.0252232403349467 0.979876899745098
"179" 0.0785235652930475 -0.000721500721500722 0.199120491722653 0.177588260582784 0.859046344690069
"180" 0.30339380018352 -0.000721500721500722 0.142023257042731 0.806972132286594 0.419682538855454
"181" 0.143670873347332 -0.000721500721500722 0.249080572067584 0.289317250910201 0.772338612224233
"182" -0.140786740055335 -0.000721500721500722 0.165813771492698 -0.343969605972128 0.73086914388253
"183" -0.0841806984465308 -0.000721500721500722 0.199120491722653 -0.187032133343188 0.851635438706144
"184" 0.00241799820647338 -0.000721500721500722 0.142023257042731 0.00833068292413862 0.993353153596139
"185" 0.429604666502814 -0.000721500721500722 0.142023257042731 1.14187357134055 0.253506575564281
"186" -0.0474908581835192 -0.000721500721500722 0.199120491722653 -0.104810169995057 0.91652644001143
"187" -0.00434206386613814 -0.000721500721500722 0.142023257042731 -0.00960719027359559 0.992334689123795
"188" 0.0303827446113258 -0.000721500721500722 0.199120491722653 0.0697046403416807 0.944428748309612
"189" -0.150363194885484 -0.000721500721500722 0.33234737264247 -0.259571192006711 0.79519456024889
"190" 0.204310424631282 -0.000721500721500722 0.498880973792242 0.29028394685089 0.771599018933159
"191" 0.268051282491454 -0.000721500721500722 0.249080572067584 0.538536770103847 0.590206526858648
"192" 0.115051631134407 -0.000721500721500722 0.249080572067584 0.231973221950406 0.816558812330884
"193" 0.0060097402379982 -0.000721500721500722 0.110302571109441 0.0202675997649948 0.983829902117501
"194" 0.458663658482808 -0.000721500721500722 0.165813771492698 1.12814951769964 0.259256779607189
"195" 0.30746205932101 -0.000721500721500722 0.142023257042731 0.817767287088424 0.413490080684544
"196" 0.149342332358693 -0.000721500721500722 0.199120491722653 0.336293178028324 0.736649793816362
"197" 0.226380780534848 -0.000721500721500722 0.199120491722653 0.508936406151684 0.610796800358689
"198" 0.501899447789907 -0.000721500721500722 0.498880973792242 0.711610118535373 0.476706239486405
"199" 0.039302248297215 -0.000721500721500722 0.0992003310327898 0.127075318183494 0.898880786308051
"200" -0.663281316761458 -0.000721500721500722 0.142023257042731 -1.75810722422073 0.0787292668104661
"201" 0.747399038142028 -0.000721500721500722 0.249080572067584 1.49900006180572 0.133873616025515
"202" 0.0258596140885601 -0.000721500721500722 0.33234737264247 0.0461080830089628 0.963224103552494
"203" 0.142772000139371 -0.000721500721500722 0.33234737264247 0.248906424588164 0.803433165571038
"204" 0.21034588460491 -0.000721500721500722 0.33234737264247 0.366121308028487 0.714274558230605
"205" 1.16740328341722 -0.000721500721500722 0.249080572067584 2.34055748059091 0.0192549741792891
"206" -0.216002751814761 -0.000721500721500722 0.165813771492698 -0.52868368671575 0.597024895605899
"207" 0.0358004004181441 -0.000721500721500722 0.199120491722653 0.0818456116293121 0.934769484881624
"208" 0.0464394703003793 -0.000721500721500722 0.249080572067584 0.0944958663800457 0.924715265904863
"209" 0.140257858158355 -0.000721500721500722 0.249080572067584 0.282478633717587 0.777576527587208
"210" 0.2932551229659 -0.000721500721500722 0.142023257042731 0.780069079567705 0.435350215338464
"211" -0.0259092655453933 -0.000721500721500722 0.249080572067584 -0.0504684192805597 0.959749115084965
"212" -0.00516145961856361 -0.000721500721500722 0.165813771492698 -0.010903568362991 0.991300383525567
"213" 0.0514693342580397 -0.000721500721500722 0.249080572067584 0.104574143865731 0.916713732393743
"214" 0.211147490402129 -0.000721500721500722 0.165813771492698 0.52030392223735 0.602851762586657
"215" 0.330942524877525 -0.000721500721500722 0.199120491722653 0.743259364478311 0.4573246684512
"216" 0.425854708556405 -0.000721500721500722 0.199120491722653 0.955957649120431 0.339093631474147
"217" 1.51363712822531 -0.000721500721500722 0.165813771492698 3.71893371529404 0.000200065538887007
"218" 0.0821969769272822 -0.000721500721500722 0.199120491722653 0.185820379190755 0.852585622578119
"219" 0.569744183758164 -0.000721500721500722 0.165813771492698 1.40093900274149 0.161232314252511
"220" 1.8183091941851 -0.000721500721500722 0.165813771492698 4.46714170021116 7.92716251990734e-06
"221" 1.98791118459393 -0.000721500721500722 0.142023257042731 5.2768510943979 1.31422590546831e-07
"222" 0.804118759174422 -0.000721500721500722 0.199120491722653 1.80364770944443 0.0712865517778469
"223" 0.19341332505689 -0.000721500721500722 0.142023257042731 0.515138152678485 0.60645648361681
"224" -0.464044163256839 -0.000721500721500722 0.199120491722653 -1.03830648223738 0.299127391777309
"225" 0.000293873804870163 -0.000721500721500722 0.165813771492698 0.00249353785001217 0.998010446709449
"226" -0.0222605576373608 -0.000721500721500722 0.165813771492698 -0.0528952147984512 0.957815397098369
"227" 0.452221054139223 -0.000721500721500722 0.165813771492698 1.11232788994933 0.265997196512966
"228" 0.0179016183119044 -0.000721500721500722 0.199120491722653 0.0417344256506946 0.966710410158415
"229" -0.0372900532295907 -0.000721500721500722 0.142023257042731 -0.0970349163763514 0.922698666015777
"230" 1.58524176534795 -0.000721500721500722 0.124180371205256 4.50056094510361 6.77743686120017e-06
"231" 0.658416032214847 -0.000721500721500722 0.165813771492698 1.61869767662467 0.105512327029864
"232" 2.63032331810839 -0.000721500721500722 0.165813771492698 6.46127086157994 1.03827282149279e-10
"233" 0.119500281908134 -0.000721500721500722 0.249080572067584 0.240886929619626 0.809642752555243
"234" 1.61137437072849 -0.000721500721500722 0.199120491722653 3.61270822401652 0.000303015604926944
"235" 0.585436883824864 -0.000721500721500722 0.124180371205256 1.66336862244757 0.0962386700356111
"236" 0.745319557571764 -0.000721500721500722 0.33234737264247 1.29409632702314 0.195632150104996
"237" -0.242874743103414 -0.000721500721500722 0.199120491722653 -0.542665622881687 0.587360047526945
"238" -0.0437146220568498 -0.000721500721500722 0.33234737264247 -0.0745766466722599 0.940551555624284
"239" -1.07272061587949 -0.000721500721500722 0.199120491722653 -2.40235093213552 0.0162900723986408
"240" 0.113314035495903 -0.000721500721500722 0.249080572067584 0.228491622616872 0.819264068072169
"241" 3.09142290703584 -0.000721500721500722 0.142023257042731 8.20502736508255 2.30538369998677e-16
"242" -0.442434989126091 -0.000721500721500722 0.199120491722653 -0.989880304564624 0.322232627306932
"243" 2.50026334194032 -0.000721500721500722 0.165813771492698 6.14187199453735 8.1554569291608e-10
"244" 1.1810430413349 -0.000721500721500722 0.199120491722653 2.64833534751144 0.0080889241633759
"245" 0.293521199421867 -0.000721500721500722 0.165813771492698 0.722595742597219 0.469928284630567
"246" 2.9446207942364 -0.000721500721500722 0.199120491722653 6.60051459716688 4.09733039575228e-11
"247" 0.175044283654268 -0.000721500721500722 0.124180371205256 0.498778654948019 0.617935326366227
"248" 0.377561619482572 -0.000721500721500722 0.165813771492698 0.928980640888183 0.352899119137383
"249" -0.564165444389837 -0.000721500721500722 0.199120491722653 -1.26267835872071 0.206704794535013
"250" 0.422700736764149 -0.000721500721500722 0.199120491722653 0.94888959564173 0.342676766764272
"251" 0.871890480672503 -0.000721500721500722 0.142023257042731 2.3154821516339 0.0205865602306756
"252" -0.128257848123757 -0.000721500721500722 0.142023257042731 -0.338418612614908 0.73504774988147
"253" 1.01603501162027 -0.000721500721500722 0.165813771492698 2.49693170541931 0.0125273080649694
"254" 0.761747869897871 -0.000721500721500722 0.199120491722653 1.70869451040757 0.0875075515117883
"255" 1.9612162333439 -0.000721500721500722 0.142023257042731 5.20601584978043 1.92938173339044e-07
"256" 1.26271920350817 -0.000721500721500722 0.165813771492698 3.10273414924332 0.00191741799957068
"257" 1.16081340372156 -0.000721500721500722 0.199120491722653 2.60300071235178 0.00924117616902595
"258" -0.109585515819804 -0.000721500721500722 0.165813771492698 -0.267346220632643 0.78920260247999
"259" 0.617475284163771 -0.000721500721500722 0.165813771492698 1.51815615010239 0.128975038830477
"260" 1.26002718398062 -0.000721500721500722 0.165813771492698 3.09612313782776 0.00196068919997592
"261" 1.75753161212171 -0.000721500721500722 0.249080572067584 3.52299046464604 0.00042670671198401
"262" 1.65392000922468 -0.000721500721500722 0.142023257042731 4.39060311492908 1.13036695311303e-05
"263" 0.502936588716439 -0.000721500721500722 0.199120491722653 1.12869820835674 0.25902516536003
"264" -0.117223703087578 -0.000721500721500722 0.165813771492698 -0.286103938659851 0.774798514978572
"265" -0.0650031962043644 -0.000721500721500722 0.124180371205256 -0.182415125472743 0.855256956536175
"266" 1.52224198078057 -0.000721500721500722 0.0901166800609841 5.07325740361529 3.91062939362881e-07
"267" 0.463830986624683 -0.000721500721500722 0.199120491722653 1.04106252068828 0.297846532649429
"268" 0.745645678809665 -0.000721500721500722 0.142023257042731 1.98049066437174 0.0476484213263385
"269" 1.75785340421956 -0.000721500721500722 0.249080572067584 3.52363523557466 0.00042566981018303
"270" 0.116657741798346 -0.000721500721500722 0.165813771492698 0.288257757534173 0.773149439957568
"271" 3.02892714359468 -0.000721500721500722 0.199120491722653 6.78944519804331 1.12565579123937e-11
"272" 0.337481689624159 -0.000721500721500722 0.199120491722653 0.757913638257396 0.448502685130918
"273" -0.273066506320958 -0.000721500721500722 0.0992003310327898 -0.864694814722455 0.387206316231679
"274" 1.06416390159798 -0.000721500721500722 0.199120491722653 2.38640909559211 0.0170138130428839
"275" -1.66039484760229 -0.000721500721500722 0.249080572067584 -3.32546738167476 0.000882704279414595
"276" -0.0423197158754557 -0.000721500721500722 0.249080572067584 -0.0833498398286335 0.93357337167686
"277" 1.18140772904865 -0.000721500721500722 0.124180371205256 3.3545825161224 0.000794848431059423
"278" 0.556374530155563 -0.000721500721500722 0.199120491722653 1.24845268073684 0.211865326979209
"279" -0.0598965864351405 -0.000721500721500722 0.165813771492698 -0.14532107333051 0.884457377222495
"280" 2.44351478610924 -0.000721500721500722 0.124180371205256 6.93612179327349 4.03010190529566e-12
"281" 0.677871437745586 -0.000721500721500722 0.142023257042731 1.80065122958228 0.0717578691213164
"282" 0.9360839953859 -0.000721500721500722 0.110302571109441 2.82069813976256 0.00479192704573341
"283" 1.071052446699 -0.000721500721500722 0.142023257042731 2.84395985701903 0.00445566611663415
"284" 0.266338369809552 -0.000721500721500722 0.249080572067584 0.535104627711474 0.592577510095485
"285" -0.45067890872313 -0.000721500721500722 0.165813771492698 -1.10499702189259 0.26916087957208
"286" 0.11159641909628 -0.000721500721500722 0.199120491722653 0.251704554187064 0.801269436583927
"287" 0.472064600405682 -0.000721500721500722 0.249080572067584 0.94731578401407 0.343477890191033
"288" 1.84124375963538 -0.000721500721500722 0.165813771492698 4.52346397887642 6.08356770391275e-06
"289" -0.375911136419654 -0.000721500721500722 0.124180371205256 -1.06469289519901 0.287014926250316
"290" 0.220772715040482 -0.000721500721500722 0.199120491722653 0.496368726591722 0.619634285341134
"291" 1.11634535122885 -0.000721500721500722 0.142023257042731 2.9641449040625 0.00303525323552961
"292" 0.181501038695934 -0.000721500721500722 0.165813771492698 0.447498718317006 0.654515013071448
"293" 0.0262213359325357 -0.000721500721500722 0.142023257042731 0.0714930103150169 0.943005387285523
